r,t,M,D,K,S,num_points,num_missed,error,acc,spr_error,spr_perc,runtime,rep_time,cluster_time
1,25,9,6,5,55,275,141,0.5127272727272727,0.4872727272727273,0.42203036911268943,11.272727272727273,0.24905879300786182,0.0036246460222173482,0.24543414698564447
1,26,9,6,5,55,275,184,0.6690909090909091,0.33090909090909093,0.44457032865334595,8.727272727272727,0.23849122901447117,0.0044843270152341574,0.23400690199923702
1,27,9,6,5,55,275,131,0.4763636363636364,0.5236363636363637,0.3757608321486867,11.272727272727273,0.2372484270017594,0.004236101027345285,0.23301232597441413
1,28,9,6,5,55,275,123,0.44727272727272727,0.5527272727272727,0.4160027438404716,8.363636363636363,0.2427271489868872,0.003661156981252134,0.23906599200563505
1,29,9,6,5,55,275,119,0.43272727272727274,0.5672727272727273,0.367892553353923,8.363636363636363,0.24121456098509952,0.004429122986039147,0.23678543799906038
1,30,9,6,5,55,275,85,0.3090909090909091,0.6909090909090909,0.35792179180559186,9.090909090909092,0.23291675199288875,0.005747151997638866,0.22716959999524988
1,31,9,6,5,55,275,167,0.6072727272727273,0.3927272727272727,0.3915708583110912,11.272727272727273,0.24248755900771357,0.0038057310157455504,0.23868182799196802
1,32,9,6,5,55,275,137,0.49818181818181817,0.5018181818181818,0.4554775801039988,9.454545454545455,0.2400280199944973,0.0035438649938441813,0.23648415500065312
1,33,9,6,5,55,275,168,0.610909090909091,0.38909090909090904,0.42823122626391247,9.090909090909092,0.23680287500610575,0.00355481801670976,0.233248056989396
1,34,9,6,5,55,275,127,0.4618181818181818,0.5381818181818182,0.3905086264888367,10.181818181818182,0.24398321798071265,0.005181607004487887,0.23880161097622477
1,35,9,6,5,55,275,140,0.509090909090909,0.49090909090909096,0.390900840100768,13.818181818181818,0.23618895700201392,0.0036752290034200996,0.23251372799859382
1,36,9,6,5,55,275,136,0.49454545454545457,0.5054545454545454,0.3744959457167733,9.454545454545455,0.2465764560038224,0.004992973001208156,0.24158348300261423
1,37,9,6,5,55,275,130,0.4727272727272727,0.5272727272727273,0.40083989554235316,16.363636363636363,0.24642524000955746,0.0037655160122085363,0.24265972399734892
1,38,9,6,5,55,275,170,0.6181818181818182,0.38181818181818183,0.4204543057443194,7.272727272727273,0.2517017390055116,0.0037054359854664654,0.24799630302004516
1,39,9,6,5,55,275,100,0.36363636363636365,0.6363636363636364,0.4042123014702744,10.181818181818182,0.2500251780147664,0.004118368000490591,0.24590681001427583
1,40,9,6,5,55,275,154,0.56,0.43999999999999995,0.4519833105178949,9.090909090909092,0.24242205001064576,0.004568822012515739,0.23785322799813002
1,41,9,6,5,55,275,113,0.4109090909090909,0.5890909090909091,0.3564459778242427,13.090909090909092,0.23079508199589327,0.0036925960157532245,0.22710248598014005
1,42,9,6,5,55,275,85,0.3090909090909091,0.6909090909090909,0.3569690102435827,12.727272727272728,0.2380643190117553,0.0035310540115460753,0.2345332650002092
1,43,9,6,5,55,275,124,0.4509090909090909,0.5490909090909091,0.3583376530402891,17.454545454545453,0.2503148669784423,0.005782269989140332,0.24453259698930196
1,44,9,6,5,55,275,161,0.5854545454545454,0.41454545454545455,0.3617468403189635,9.454545454545455,0.2448559140029829,0.003621866984758526,0.24123404701822437
1,45,9,6,5,55,275,169,0.6145454545454545,0.3854545454545455,0.4187033817271916,12.363636363636363,0.2331066409824416,0.003512380993925035,0.22959425998851657
1,46,9,6,5,55,275,151,0.5490909090909091,0.4509090909090909,0.4078073314867873,9.454545454545455,0.2398818189976737,0.003615000983700156,0.23626681801397353
1,47,9,6,5,55,275,120,0.43636363636363634,0.5636363636363637,0.37940162996236,15.636363636363637,0.24498640399542637,0.0035515539930202067,0.24143485000240617
1,48,9,6,5,55,275,131,0.4763636363636364,0.5236363636363637,0.41341795811208915,10.545454545454545,0.2330280629976187,0.003467496018856764,0.22956056697876193
1,49,9,6,5,55,275,121,0.44,0.56,0.367685494712064,8.363636363636363,0.24379402698832564,0.00434516801033169,0.23944885897799395
2,0,9,6,5,98,490,256,0.5224489795918368,0.4775510204081632,0.2946700213963015,21.224489795918366,4.780441504000919,1.3083777189895045,3.4720637850114144
2,1,9,6,5,98,490,115,0.23469387755102042,0.7653061224489796,0.3139407244007744,19.183673469387756,0.2629279749817215,0.00545142000191845,0.25747655497980304
2,2,9,6,5,98,490,120,0.24489795918367346,0.7551020408163265,0.334105476085192,22.040816326530614,0.26873687098850496,0.005592977977357805,0.26314389301114716
2,3,9,6,5,98,490,140,0.2857142857142857,0.7142857142857143,0.2830779987741388,24.285714285714285,0.2733757900132332,0.00545279000652954,0.26792300000670366
2,4,9,6,5,98,490,109,0.22244897959183674,0.7775510204081633,0.3019328096858999,21.63265306122449,0.27039996901294217,0.005697387008694932,0.26470258200424723
2,5,9,6,5,98,490,173,0.35306122448979593,0.6469387755102041,0.30914696181272344,23.877551020408163,0.27323129199794494,0.005523083993466571,0.26770820800447837
2,6,9,6,5,98,490,190,0.3877551020408163,0.6122448979591837,0.3401568346322197,18.571428571428573,0.2651701569848228,0.005444971000542864,0.25972518598427996
2,7,9,6,5,98,490,137,0.2795918367346939,0.7204081632653061,0.3281538201047774,24.081632653061224,0.27038681198609993,0.004725167993456125,0.2656616439926438
2,8,9,6,5,98,490,132,0.2693877551020408,0.7306122448979592,0.30643489632684695,19.183673469387756,0.2760582909977529,0.0036810250021517277,0.2723772659956012
2,9,9,6,5,98,490,196,0.4,0.6,0.3190315039336054,24.89795918367347,0.27490452700294554,0.005052491003880277,0.26985203599906527
2,10,9,6,5,98,490,93,0.18979591836734694,0.810204081632653,0.29130198031844395,20.816326530612244,0.2658016660134308,0.005414116021711379,0.2603875499917194
2,11,9,6,5,98,490,149,0.3040816326530612,0.6959183673469388,0.3387498874944956,18.16326530612245,0.27067071601049975,0.004809160018339753,0.26586155599216
2,12,9,6,5,98,490,217,0.44285714285714284,0.5571428571428572,0.3114299899160326,24.285714285714285,0.2771425620012451,0.0059439339966047555,0.27119862800464034
2,13,9,6,5,98,490,235,0.47959183673469385,0.5204081632653061,0.333921879579527,18.775510204081634,0.27615097200032324,0.005547389999264851,0.2706035820010584
2,14,9,6,5,98,490,215,0.4387755102040816,0.5612244897959184,0.3003350814505571,18.979591836734695,0.2696325079887174,0.005547250009840354,0.26408525797887705
2,15,9,6,5,98,490,178,0.363265306122449,0.636734693877551,0.3198061048569126,26.122448979591837,0.26660707499831915,0.00471791997551918,0.26188915502279997
2,16,9,6,5,98,490,257,0.5244897959183673,0.4755102040816327,0.29492459479526056,20.612244897959183,0.26356561700231396,0.005449264019262046,0.2581163529830519
2,17,9,6,5,98,490,185,0.37755102040816324,0.6224489795918368,0.3313099744518187,16.93877551020408,0.2674537929997314,0.0049362660211045295,0.26251752697862685
2,18,9,6,5,98,490,205,0.41836734693877553,0.5816326530612245,0.34474362259738506,20.816326530612244,0.2683326779806521,0.0057710789842531085,0.26256159899639897
2,19,9,6,5,98,490,209,0.42653061224489797,0.573469387755102,0.31287649308894366,17.755102040816325,0.2684322720160708,0.004030597017845139,0.26440167499822564
2,20,9,6,5,98,490,139,0.2836734693877551,0.7163265306122448,0.33494224582461307,17.755102040816325,0.26616482899407856,0.004262670001480728,0.26190215899259783
2,21,9,6,5,98,490,208,0.42448979591836733,0.5755102040816327,0.3040412688717378,22.040816326530614,0.2679745999921579,0.005221357976552099,0.2627532420156058
2,22,9,6,5,98,490,210,0.42857142857142855,0.5714285714285714,0.34116531906375946,22.040816326530614,0.2685667730111163,0.005005156010156497,0.2635616170009598
2,23,9,6,5,98,490,105,0.21428571428571427,0.7857142857142857,0.30509593186380035,20.20408163265306,0.27101787499850616,0.0059847679804079235,0.26503310701809824
2,24,9,6,5,98,490,113,0.23061224489795917,0.7693877551020408,0.28520642047324934,28.16326530612245,0.2673864949902054,0.0039582260069437325,0.26342826898326166
2,25,9,6,5,98,490,202,0.4122448979591837,0.5877551020408163,0.34400292870358234,18.979591836734695,0.2738176040002145,0.003666723001515493,0.270150880998699
2,26,9,6,5,98,490,162,0.3306122448979592,0.6693877551020408,0.3128796924460246,21.224489795918366,0.26894390099914744,0.005399232002673671,0.2635446689964738
2,27,9,6,5,98,490,98,0.2,0.8,0.27656866150054593,22.448979591836736,0.26315764998435043,0.004549781995592639,0.2586078679887578
2,28,9,6,5,98,490,158,0.3224489795918367,0.6775510204081633,0.31142259829463265,20.816326530612244,0.2638844089815393,0.0035342189949005842,0.2603501899866387
2,29,9,6,5,98,490,154,0.3142857142857143,0.6857142857142857,0.3128999311998775,20.816326530612244,0.2688353800040204,0.0035918339854106307,0.2652435460186098
2,30,9,6,5,98,490,149,0.3040816326530612,0.6959183673469388,0.3473347667203171,17.142857142857142,0.2698336119938176,0.003722027991898358,0.26611158400191925
2,31,9,6,5,98,490,166,0.33877551020408164,0.6612244897959183,0.31975487282576365,20.816326530612244,0.260227993974695,0.0038478249916806817,0.2563801689830143
2,32,9,6,5,98,490,299,0.610204081632653,0.38979591836734695,0.3574521733250787,14.285714285714286,0.25673510201158933,0.0038084420084487647,0.25292666000314057
2,33,9,6,5,98,490,183,0.373469387755102,0.6265306122448979,0.30839398718512534,21.42857142857143,0.26651125799980946,0.0034741619892884046,0.26303709601052105
2,34,9,6,5,98,490,168,0.34285714285714286,0.6571428571428571,0.32705601764061265,18.571428571428573,0.26441022101789713,0.004767235019244254,0.2596429859986529
2,35,9,6,5,98,490,236,0.4816326530612245,0.5183673469387755,0.34661357720819924,16.122448979591837,0.26607490799506195,0.004912642005365342,0.2611622659896966
2,36,9,6,5,98,490,111,0.22653061224489796,0.773469387755102,0.30909265940198194,23.26530612244898,0.2677666740200948,0.003892102016834542,0.26387457200326025
2,37,9,6,5,98,490,163,0.3326530612244898,0.6673469387755102,0.3130409541053118,21.42857142857143,0.2614753669768106,0.004474207991734147,0.25700115898507647
2,38,9,6,5,98,490,105,0.21428571428571427,0.7857142857142857,0.2857664694393142,22.653061224489797,0.2645389899844304,0.003869161009788513,0.26066982897464186
2,39,9,6,5,98,490,253,0.5163265306122449,0.48367346938775513,0.33635286451003166,19.591836734693878,0.27640214600251056,0.003938133013434708,0.27246401298907585
2,40,9,6,5,98,490,146,0.2979591836734694,0.7020408163265306,0.3361502683127076,19.591836734693878,0.2634583649924025,0.0052217330085113645,0.25823663198389113
2,41,9,6,5,98,490,189,0.38571428571428573,0.6142857142857143,0.3386733239592174,15.510204081632654,0.2660176520003006,0.004122193000512198,0.2618954589997884
2,42,9,6,5,98,490,153,0.3122448979591837,0.6877551020408164,0.3176140536050768,13.673469387755102,0.2648725969775114,0.004019741987576708,0.2608528549899347
2,43,9,6,5,98,490,191,0.38979591836734695,0.610204081632653,0.3339248343720446,21.224489795918366,0.26963193897972815,0.0037231239839456975,0.26590881499578245
2,44,9,6,5,98,490,133,0.2714285714285714,0.7285714285714286,0.33360946162425004,20.408163265306122,0.2659258380008396,0.005406860000221059,0.2605189780006185
2,45,9,6,5,98,490,285,0.5816326530612245,0.41836734693877553,0.3924104455277975,12.653061224489797,0.26919508501305245,0.0040597810002509505,0.2651353040128015
2,46,9,6,5,98,490,181,0.3693877551020408,0.6306122448979592,0.3413545622473302,20.612244897959183,0.26480906398501247,0.00478829798521474,0.26002076599979773
2,47,9,6,5,98,490,103,0.21020408163265306,0.789795918367347,0.27458827993819146,21.224489795918366,0.2668627499951981,0.0036508670018520206,0.2632118829933461
2,48,9,6,5,98,490,196,0.4,0.6,0.32367020263730156,18.367346938775512,0.25691044999985024,0.0053022199717815965,0.25160823002806865
2,49,9,6,5,98,490,133,0.2714285714285714,0.7285714285714286,0.2870083873512314,23.26530612244898,0.2659804830036592,0.005135258979862556,0.2608452240237966
3,0,9,6,5,177,885,189,0.2135593220338983,0.7864406779661017,0.2651147239534453,27.796610169491526,5.508764992991928,1.9592088099743705,3.5495561830175575
3,1,9,6,5,177,885,138,0.15593220338983052,0.8440677966101695,0.25077386908665583,31.864406779661017,0.30475439300062135,0.0054053490166552365,0.2993490439839661
3,2,9,6,5,177,885,156,0.17627118644067796,0.823728813559322,0.25353368500351725,32.54237288135593,0.29771771500236355,0.006254734005779028,0.2914629809965845
3,3,9,6,5,177,885,124,0.1401129943502825,0.8598870056497175,0.23192363518526055,30.3954802259887,0.2975163089868147,0.00619832199299708,0.2913179869938176
3,4,9,6,5,177,885,185,0.20903954802259886,0.7909604519774012,0.2592783776465614,34.12429378531073,0.29434575099730864,0.006205473997397348,0.2881402769999113
3,5,9,6,5,177,885,258,0.29152542372881357,0.7084745762711864,0.2683656671043233,29.152542372881356,0.2954707890166901,0.005551926005864516,0.2899188630108256
3,6,9,6,5,177,885,153,0.17288135593220338,0.8271186440677967,0.26363280065452904,28.47457627118644,0.30789860599907115,0.006083423999371007,0.30181518199970014
3,7,9,6,5,177,885,125,0.14124293785310735,0.8587570621468926,0.23313152314406457,33.898305084745765,0.30667982701561414,0.006435262999730185,0.30024456401588395
3,8,9,6,5,177,885,139,0.15706214689265538,0.8429378531073446,0.24582025282850112,35.14124293785311,0.3078859639936127,0.006357140984619036,0.30152882300899364
3,9,9,6,5,177,885,259,0.29265536723163843,0.7073446327683616,0.25188746266771017,27.570621468926554,0.30081174700171687,0.0056731039949227124,0.29513864300679415
3,10,9,6,5,177,885,94,0.10621468926553672,0.8937853107344633,0.2041314336987847,40.22598870056497,0.30145088699646294,0.006174099980853498,0.29527678701560944
3,11,9,6,5,177,885,126,0.1423728813559322,0.8576271186440678,0.25079914121950453,32.20338983050848,0.2903156540123746,0.005716984014725313,0.28459866999764927
3,12,9,6,5,177,885,239,0.27005649717514124,0.7299435028248588,0.273155275731461,27.570621468926554,0.3062319250020664,0.005809769994812086,0.30042215500725433
3,13,9,6,5,177,885,401,0.45310734463276836,0.5468926553672316,0.2510339150560914,32.20338983050848,0.30072789700352587,0.005883033998543397,0.29484486300498247
3,14,9,6,5,177,885,225,0.2542372881355932,0.7457627118644068,0.2461033668424008,31.638418079096045,0.2994776299747173,0.0057059190003201365,0.29377171097439714
3,15,9,6,5,177,885,96,0.10847457627118644,0.8915254237288136,0.21365244290720917,33.220338983050844,0.28967888801707886,0.005605690996162593,0.28407319702091627
3,16,9,6,5,177,885,322,0.3638418079096045,0.6361581920903955,0.22510807714522518,32.429378531073446,0.29181661299662665,0.004049025010317564,0.2877675879863091
3,17,9,6,5,177,885,121,0.1367231638418079,0.8632768361581921,0.2419188050497496,33.559322033898304,0.2939665410085581,0.005495616002008319,0.2884709250065498
3,18,9,6,5,177,885,109,0.12316384180790961,0.8768361581920904,0.2270628279329358,34.35028248587571,0.2950158210005611,0.006138109980383888,0.28887771102017723
3,19,9,6,5,177,885,137,0.15480225988700566,0.8451977401129943,0.23782785623556923,31.52542372881356,0.30284460200346075,0.004966587002854794,0.29787801500060596
3,20,9,6,5,177,885,84,0.09491525423728814,0.9050847457627118,0.2246153273412651,35.14124293785311,0.2923638200154528,0.009573641989845783,0.282790178025607
3,21,9,6,5,177,885,140,0.15819209039548024,0.8418079096045198,0.24369099709042888,37.28813559322034,0.2958517459919676,0.004005619994131848,0.29184612599783577
3,22,9,6,5,177,885,165,0.1864406779661017,0.8135593220338984,0.27033496357068293,29.37853107344633,0.29956921201664954,0.006261817004997283,0.29330739501165226
3,23,9,6,5,177,885,141,0.15932203389830507,0.840677966101695,0.25264571668413444,29.83050847457627,0.29804984299698845,0.005330826999852434,0.292719015997136
3,24,9,6,5,177,885,144,0.16271186440677965,0.8372881355932204,0.2545777731739294,31.1864406779661,0.300488034990849,0.004025911999633536,0.29646212299121544
3,25,9,6,5,177,885,136,0.1536723163841808,0.8463276836158192,0.24193366859177579,31.412429378531073,0.30103639501612633,0.00565447099506855,0.2953819240210578
3,26,9,6,5,177,885,92,0.103954802259887,0.896045197740113,0.21845608295441132,31.1864406779661,0.2960417870199308,0.00407741402159445,0.29196437299833633
3,27,9,6,5,177,885,161,0.18192090395480226,0.8180790960451978,0.23656806047641538,32.31638418079096,0.2966254650091287,0.004176760994596407,0.29244870401453227
3,28,9,6,5,177,885,161,0.18192090395480226,0.8180790960451978,0.25989042754285885,27.90960451977401,0.2996165420045145,0.005698789987945929,0.29391775201656856
3,29,9,6,5,177,885,135,0.15254237288135594,0.847457627118644,0.2481484077876894,36.836158192090394,0.2988048400147818,0.00420948100509122,0.2945953590096906
3,30,9,6,5,177,885,130,0.14689265536723164,0.8531073446327684,0.23101122636193425,31.9774011299435,0.2980692860146519,0.005209374998230487,0.2928599110164214
3,31,9,6,5,177,885,115,0.12994350282485875,0.8700564971751412,0.23865019305155324,30.62146892655367,0.3001232309907209,0.0050709449860733,0.2950522860046476
3,32,9,6,5,177,885,105,0.11864406779661017,0.8813559322033898,0.2253390448226935,37.96610169491525,0.29783052299171686,0.004017719998955727,0.29381280299276114
3,33,9,6,5,177,885,191,0.21581920903954802,0.784180790960452,0.2715257515785761,29.152542372881356,0.30320835098973475,0.003961084992624819,0.29924726599710993
3,34,9,6,5,177,885,111,0.12542372881355932,0.8745762711864407,0.22822059883411164,36.72316384180791,0.2947968019871041,0.004652831994462758,0.29014396999264136
3,35,9,6,5,177,885,130,0.14689265536723164,0.8531073446327684,0.23943551634181723,30.73446327683616,0.3039414619852323,0.004175886977463961,0.29976557500776835
3,36,9,6,5,177,885,403,0.4553672316384181,0.5446327683615819,0.3120552306048919,24.63276836158192,0.2992064999998547,0.004006269999081269,0.29520023000077344
3,37,9,6,5,177,885,264,0.2983050847457627,0.7016949152542373,0.26984781166049787,26.892655367231637,0.30059327301569283,0.004886241018539295,0.29570703199715354
3,38,9,6,5,177,885,112,0.12655367231638417,0.8734463276836159,0.21843292643769396,37.40112994350282,0.2991727929911576,0.004043289984110743,0.2951295030070469
3,39,9,6,5,177,885,199,0.2248587570621469,0.7751412429378531,0.29386090884299293,26.214689265536723,0.30267423900659196,0.00393716900725849,0.29873706999933347
3,40,9,6,5,177,885,140,0.15819209039548024,0.8418079096045198,0.25913382595776446,29.03954802259887,0.29700907701044343,0.006388598005287349,0.2906204790051561
3,41,9,6,5,177,885,97,0.1096045197740113,0.8903954802259887,0.21380259604747054,38.07909604519774,0.2960361409932375,0.006188914005178958,0.28984722698805854
3,42,9,6,5,177,885,186,0.21016949152542372,0.7898305084745763,0.2582156565863851,27.90960451977401,0.2998982240096666,0.004182691016467288,0.2957155329931993
3,43,9,6,5,177,885,162,0.18305084745762712,0.8169491525423729,0.2403096269518083,35.706214689265536,0.2985369880043436,0.004056977020809427,0.29448001098353416
3,44,9,6,5,177,885,175,0.1977401129943503,0.8022598870056497,0.25428884883203173,32.76836158192091,0.30727434501750395,0.003962287999456748,0.3033120570180472
3,45,9,6,5,177,885,150,0.1694915254237288,0.8305084745762712,0.2463263657912396,35.02824858757062,0.29810403898591176,0.005756175989517942,0.2923478629963938
3,46,9,6,5,177,885,334,0.37740112994350283,0.6225988700564972,0.30593147588952957,22.937853107344633,0.30821368101169355,0.004745985002955422,0.30346769600873813
3,47,9,6,5,177,885,141,0.15932203389830507,0.840677966101695,0.24118335358557833,32.655367231638415,0.2955491390021052,0.004962551989592612,0.2905865870125126
3,48,9,6,5,177,885,128,0.14463276836158193,0.8553672316384181,0.2307569155458459,31.52542372881356,0.30215642499388196,0.004036283993627876,0.2981201410002541
3,49,9,6,5,177,885,150,0.1694915254237288,0.8305084745762712,0.25898210413504075,30.62146892655367,0.29902604600647464,0.00406100699910894,0.2949650390073657
4,0,9,6,5,320,1600,145,0.090625,0.909375,0.17779361406720162,45.1875,5.89120140200248,2.1426136230002157,3.748587779002264
4,1,9,6,5,320,1600,127,0.079375,0.920625,0.17153383808925626,46.6875,0.36654120800085366,0.005203055014135316,0.36133815298671834
4,2,9,6,5,320,1600,160,0.1,0.9,0.18589987286900908,45.8125,0.35822443399229087,0.006061092019081116,0.35216334197320975
4,3,9,6,5,320,1600,193,0.120625,0.879375,0.203889950873701,41.375,0.3639007990132086,0.005318086012266576,0.358582713000942
4,4,9,6,5,320,1600,170,0.10625,0.89375,0.1900530165218993,43.5625,0.3777439669938758,0.0054547099862247705,0.37228925700765103
4,5,9,6,5,320,1600,108,0.0675,0.9325,0.15014898642328,49.875,0.3552542419929523,0.0057042310072574764,0.3495500109856948
4,6,9,6,5,320,1600,143,0.089375,0.910625,0.17242123641600945,47.25,0.35699308800394647,0.006242225994355977,0.3507508620095905
4,7,9,6,5,320,1600,196,0.1225,0.8775,0.1972619500877216,41.625,0.3700910610205028,0.005106060008984059,0.36498500101151876
4,8,9,6,5,320,1600,145,0.090625,0.909375,0.17090164633232324,45.875,0.3594267940206919,0.005598261021077633,0.35382853299961425
4,9,9,6,5,320,1600,153,0.095625,0.904375,0.17940898609936642,45.875,0.3553975440154318,0.007089193008141592,0.3483083510072902
4,10,9,6,5,320,1600,171,0.106875,0.893125,0.18997656515504802,45.875,0.3549807539966423,0.006108404020778835,0.34887234997586347
4,11,9,6,5,320,1600,171,0.106875,0.893125,0.1910385881048591,43.9375,0.35582179299672134,0.00644415698479861,0.34937763601192273
4,12,9,6,5,320,1600,168,0.105,0.895,0.1827071638552005,48.4375,0.36770112699014135,0.005698174994904548,0.3620029519952368
4,13,9,6,5,320,1600,165,0.103125,0.896875,0.1919480600874698,44.5625,0.36007025800063275,0.005351107975002378,0.35471915002563037
4,14,9,6,5,320,1600,166,0.10375,0.89625,0.17872944662540732,47.4375,0.3610608949966263,0.006383914995240048,0.35467698000138626
4,15,9,6,5,320,1600,167,0.104375,0.895625,0.1930854708307605,43.125,0.3608498719986528,0.0062549269932787865,0.35459494500537403
4,16,9,6,5,320,1600,164,0.1025,0.8975,0.19547990986491062,40.625,0.35356269098701887,0.005026095983339474,0.3485365950036794
4,17,9,6,5,320,1600,167,0.104375,0.895625,0.18513776801775655,44.4375,0.35836939301225357,0.005862236022949219,0.35250715698930435
4,18,9,6,5,320,1600,143,0.089375,0.910625,0.1735595015889664,44.3125,0.3556023770070169,0.004077343997778371,0.35152503300923854
4,19,9,6,5,320,1600,217,0.135625,0.864375,0.2150369737985419,35.625,0.36335260097985156,0.004168203973677009,0.35918439700617455
4,20,9,6,5,320,1600,360,0.225,0.775,0.20087697124240567,43.875,0.3739611400233116,0.005731600016588345,0.36822954000672325
4,21,9,6,5,320,1600,139,0.086875,0.913125,0.15986906101240447,50.375,0.3551188870042097,0.005056437017628923,0.35006244998658076
4,22,9,6,5,320,1600,165,0.103125,0.896875,0.19093590750252137,44.25,0.35647547797998413,0.0040258209919556975,0.35244965698802844
4,23,9,6,5,320,1600,171,0.106875,0.893125,0.19071937623788768,40.125,0.35968526199576445,0.00443216398707591,0.35525309800868854
4,24,9,6,5,320,1600,169,0.105625,0.894375,0.1908149391714565,44.9375,0.35578783799428493,0.005739729997003451,0.3500481079972815
4,25,9,6,5,320,1600,184,0.115,0.885,0.20354375136435188,44.625,0.36362367001129314,0.003938226000173017,0.3596854440111201
4,26,9,6,5,320,1600,109,0.068125,0.931875,0.1518370029648459,49.5,0.34810746400034986,0.0038490660081151873,0.3442583979922347
4,27,9,6,5,320,1600,136,0.085,0.915,0.16833737098509724,48.625,0.35269179099122994,0.004621447995305061,0.3480703429959249
4,28,9,6,5,320,1600,142,0.08875,0.91125,0.17846653726934328,43.25,0.362382929015439,0.004681628022808582,0.3577013009926304
4,29,9,6,5,320,1600,204,0.1275,0.8725,0.20091769297045298,40.375,0.3898463060031645,0.004350226983660832,0.38549607901950367
4,30,9,6,5,320,1600,143,0.089375,0.910625,0.17736438868136495,48.625,0.3564314889954403,0.004065501008881256,0.35236598798655905
4,31,9,6,5,320,1600,155,0.096875,0.903125,0.1653275343322161,49.75,0.35897564399056137,0.004204131982987747,0.3547715120075736
4,32,9,6,5,320,1600,138,0.08625,0.9137500000000001,0.17364438934074006,46.9375,0.36539929200080223,0.0063192329835146666,0.35908005901728757
4,33,9,6,5,320,1600,175,0.109375,0.890625,0.19150429933200733,43.6875,0.35458624802413397,0.003962999006034806,0.35062324901809916
4,34,9,6,5,320,1600,145,0.090625,0.909375,0.17502107249047677,41.875,0.36522410399629734,0.003922014991985634,0.3613020890043117
4,35,9,6,5,320,1600,163,0.101875,0.8981250000000001,0.19800879788309025,41.875,0.3619933360023424,0.006074417993659154,0.35591891800868325
4,36,9,6,5,320,1600,154,0.09625,0.90375,0.1776750020343751,45.625,0.3600738759851083,0.005620078998617828,0.3544537969864905
4,37,9,6,5,320,1600,185,0.115625,0.884375,0.21025019045709395,41.0625,0.35677191699505784,0.0040969980182126164,0.3526749189768452
4,38,9,6,5,320,1600,126,0.07875,0.92125,0.15854849044526695,50.5625,0.35577592099434696,0.004134151997277513,0.35164176899706945
4,39,9,6,5,320,1600,163,0.101875,0.8981250000000001,0.18807944836024226,44.5625,0.3568430930026807,0.00392710100277327,0.3529159919999074
4,40,9,6,5,320,1600,138,0.08625,0.9137500000000001,0.17533252113945869,46.875,0.35845235898159444,0.005106512981001288,0.35334584600059316
4,41,9,6,5,320,1600,150,0.09375,0.90625,0.1717575751542075,44.8125,0.36433343999669887,0.003993964986875653,0.3603394750098232
4,42,9,6,5,320,1600,160,0.1,0.9,0.18742366356096118,41.375,0.3559641999891028,0.004400964971864596,0.3515632350172382
4,43,9,6,5,320,1600,192,0.12,0.88,0.20369455425402358,42.8125,0.3594363720039837,0.004033308010548353,0.35540306399343535
4,44,9,6,5,320,1600,178,0.11125,0.88875,0.17075676989992103,46.4375,0.358716587012168,0.004132736998144537,0.3545838500140235
4,45,9,6,5,320,1600,222,0.13875,0.86125,0.20072630127297647,40.4375,0.3644899089995306,0.0038407749962061644,0.36064913400332443
4,46,9,6,5,320,1600,147,0.091875,0.908125,0.17532467408683525,49.5,0.35247830700245686,0.006088110007112846,0.346390196995344
4,47,9,6,5,320,1600,162,0.10125,0.8987499999999999,0.18880644884077055,46.875,0.36311095498967916,0.0041077929781749845,0.3590031620115042
4,48,9,6,5,320,1600,161,0.100625,0.899375,0.16888226992383495,47.25,0.3565324730006978,0.003933147003408521,0.35259932599728927
4,49,9,6,5,320,1600,523,0.326875,0.673125,0.16789454308190757,46.5625,0.3619482509966474,0.005752658995334059,0.35619559200131334
5,0,9,6,5,577,2885,190,0.0658578856152513,0.9341421143847487,0.13005225849616917,58.682842287694974,7.754884277004749,3.8028483289817814,3.952035948022967
5,1,9,6,5,577,2885,206,0.07140381282495667,0.9285961871750433,0.13930109767406706,56.360485268630846,0.4655264580214862,0.006538147019455209,0.45898831100203097
5,2,9,6,5,577,2885,187,0.06481802426343154,0.9351819757365685,0.12654021364724757,57.885615251299825,0.4643828400003258,0.007302220998099074,0.45708061900222674
5,3,9,6,5,577,2885,178,0.06169844020797227,0.9383015597920277,0.12147967405838574,61.76776429809359,0.45570841000881046,0.007006619009189308,0.44870179099962115
5,4,9,6,5,577,2885,320,0.11091854419410745,0.8890814558058926,0.1472596284138447,54.454072790294624,0.48088864199235104,0.007228169997688383,0.47366047199466266
5,5,9,6,5,577,2885,148,0.051299826689774695,0.9487001733102253,0.11044105357044304,60.93587521663778,0.45653213700279593,0.007455437007592991,0.44907669999520294
5,6,9,6,5,577,2885,135,0.04679376083188908,0.9532062391681109,0.10660859828856731,62.946273830155974,0.4529303000017535,0.006099960999563336,0.44683033900219016
5,7,9,6,5,577,2885,211,0.0731369150779896,0.9268630849220104,0.14589242533410665,54.280762564991335,0.47921954101184383,0.006225379009265453,0.4729941620025784
5,8,9,6,5,577,2885,165,0.05719237435008666,0.9428076256499134,0.12786735092767323,60.831889081455806,0.4738235459954012,0.006600021006306633,0.4672235249890946
5,9,9,6,5,577,2885,181,0.06273830155979203,0.937261698440208,0.1300583865983601,57.712305025996535,0.46451364998938516,0.005847513995831832,0.4586661359935533
5,10,9,6,5,577,2885,228,0.07902946273830155,0.9209705372616984,0.1499039252231132,55.251299826689774,0.4803018589736894,0.0069236509734764695,0.4733782080002129
